,date,gameid
1151,20120508,LGWO0
1152,20120508,HTHH0
1153,20120508,SSLT0
1154,20120509,SKOB0
1155,20120509,LGWO0
1156,20120509,HTHH0
1157,20120509,SSLT0
1158,20120510,SKOB0
1159,20120510,LGWO0
1160,20120510,HTHH0
1161,20120510,SSLT0
1162,20120511,SSLG0
1163,20120511,WOSK0
1164,20120511,OBHT0
1165,20120511,LTHH0
1166,20120512,SSLG0
1167,20120512,WOSK0
1168,20120512,LTHH0
1169,20120512,OBHT0
1170,20120513,SSLG0
1171,20120513,WOSK0
1172,20120513,LTHH0
1173,20120513,OBHT0
1174,20120515,HHOB0
1175,20120515,LGSK0
1176,20120515,HTSS0
1177,20120515,WOLT0
1178,20120516,HHOB0
1179,20120516,LGSK0
1180,20120516,HTSS0
1181,20120516,WOLT0
1182,20120517,LGSK0
1183,20120517,HHOB0
1184,20120517,HTSS0
1185,20120517,WOLT0
1186,20120518,LGOB0
1187,20120518,SSWO0
1188,20120518,SKHH0
1189,20120518,HTLT0
1190,20120519,LGOB0
1191,20120519,SSWO0
1192,20120519,SKHH0
1193,20120519,HTLT0
1194,20120520,LGOB0
1195,20120520,SSWO0
1196,20120520,SKHH0
1197,20120520,HTLT0
1198,20120522,WOLG0
1199,20120522,OBSK0
1200,20120522,LTSS0
1201,20120522,HHHT0
1202,20120523,WOLG0
1203,20120523,OBSK0
1204,20120523,LTSS0
1205,20120523,HHHT0
1206,20120524,LTSS0
1207,20120524,WOLG0
1208,20120524,OBSK0
1209,20120524,HHHT0
1210,20120525,LTOB0
1211,20120525,HHWO0
1212,20120525,SKSS0
1213,20120525,LGHT0
1214,20120526,LTOB0
1215,20120526,HHWO0
1216,20120526,SKSS0
1217,20120526,LGHT0
1218,20120527,LTOB0
1219,20120527,HHWO0
1220,20120527,SKSS0
1221,20120527,LGHT0
1222,20120529,HTOB0
1223,20120529,SKWO0
1224,20120529,SSHH0
1225,20120529,LGLT0
1226,20120530,HTOB0
1227,20120530,SKWO0
1228,20120530,SSHH0
1229,20120530,LGLT0
1230,20120531,HTOB0
1231,20120531,SKWO0
1232,20120531,SSHH0
1233,20120531,LGLT0
1234,20120601,HHLG0
1235,20120601,HTSK0
1236,20120601,OBSS0
1237,20120601,WOLT0
1238,20120602,HHLG0
1239,20120602,HTSK0
1240,20120602,OBSS0
1241,20120602,WOLT0
1242,20120603,HHLG0
1243,20120603,HTSK0
1244,20120603,OBSS0
1245,20120603,WOLT0
1246,20120605,SKOB0
1247,20120605,LGWO0
1248,20120605,LTHH0
1249,20120605,SSHT0
1250,20120606,SKOB0
1251,20120606,LTHH0
1252,20120606,SSHT0
1253,20120606,LGWO0
1254,20120607,SKOB0
1255,20120607,LGWO0
1256,20120607,LTHH0
1257,20120607,SSHT0
1258,20120608,SSSK0
1259,20120609,OBLG0
1260,20120609,SSSK0
1261,20120609,WOHH0
1262,20120609,HTLT0
1263,20120610,OBLG0
1264,20120610,SSSK0
1265,20120610,WOHH0
1266,20120610,HTLT0
1267,20120612,SKLG0
1268,20120612,HTWO0
1269,20120612,HHSS0
1270,20120612,OBLT0
1271,20120613,SKLG0
1272,20120613,HTWO0
1273,20120613,HHSS0
1274,20120613,OBLT0
1275,20120614,SKLG0
1276,20120614,HTWO0
1277,20120614,HHSS0
1278,20120614,OBLT0
1279,20120615,SSOB0
1280,20120615,LTWO0
1281,20120615,HHSK0
1282,20120615,LGHT0
1283,20120616,SSOB0
1284,20120616,LTWO0
1285,20120616,HHSK0
1286,20120616,LGHT0
1287,20120617,SSOB0
1288,20120617,LTWO0
1289,20120617,HHSK0
1290,20120617,LGHT0
1291,20120619,WOOB0
1292,20120619,LTSK0
1293,20120619,LGHH0
1294,20120619,HTSS0
1295,20120620,WOOB0
1296,20120620,LTSK0
1297,20120620,LGHH0
1298,20120620,HTSS0
1299,20120621,WOOB0
1300,20120621,LTSK0
1301,20120621,LGHH0
1302,20120621,HTSS0
1303,20120622,LTLG0
1304,20120622,SSWO0
1305,20120622,OBHH0
1306,20120622,SKHT0
1307,20120623,LTLG0
1308,20120623,SSWO0
1309,20120623,OBHH0
1310,20120623,SKHT0
1311,20120624,LTLG0
1312,20120624,SSWO0
1313,20120624,OBHH0
1314,20120624,SKHT0
1315,20120626,HTLG0
1316,20120626,OBWO0
1317,20120626,SKSS0
1318,20120626,HHLT0
1319,20120627,HTLG0
1320,20120627,OBWO0
1321,20120627,SKSS0
1322,20120627,HHLT0
1323,20120628,HTLG0
1324,20120628,OBWO0
1325,20120628,SKSS0
1326,20120628,HHLT0
1327,20120629,LTOB0
1328,20120629,HTHH0
1329,20120629,WOSS0
1330,20120630,LTOB0
1331,20120630,LGSK0
1332,20120701,LTOB0
1333,20120701,LGSK0
1334,20120701,HTHH0
1335,20120701,WOSS0
1336,20120703,SSLG0
1337,20120703,HHWO0
1338,20120703,SKLT0
1339,20120703,OBHT0
1340,20120704,SSLG0
1341,20120704,HHWO0
1342,20120704,SKLT0
1343,20120704,OBHT0
1344,20120707,OBLG0
1345,20120707,HTWO0
1346,20120707,SKHH0
1347,20120707,SSLT0
1348,20120708,OBLG0
1349,20120708,HTWO0
1350,20120708,SKHH0
1351,20120708,SSLT0
1352,20120710,HHOB0
1353,20120710,LGSS0
1354,20120711,HHOB0
1355,20120711,WOSK0
1356,20120712,HHOB0
1357,20120712,WOSK0
1358,20120712,LGSS0
1359,20120712,LTHT0
1360,20120713,WOLG0
1361,20120713,OBSK0
1362,20120713,HHLT0
1363,20120714,OBSK0
1364,20120715,HTSS0
1365,20120717,SKLG0
1366,20120717,LTWO0
1367,20120717,OBHT0
1368,20120718,SKLG0
1369,20120718,LTWO0
1370,20120718,SSHH0
1371,20120718,OBHT0
1372,20120719,SKLG0
1373,20120719,LTWO0
1374,20120719,SSHH0
1375,20120719,OBHT0
1376,20120724,LGOB0
1377,20120724,LTHH0
1378,20120724,SKSS0
1379,20120724,WOHT0
1380,20120725,LGOB0
1381,20120725,LTHH0
1382,20120725,SKSS0
1383,20120725,WOHT0
1384,20120726,LGOB0
1385,20120726,LTHH0
1386,20120726,SKSS0
1387,20120726,WOHT0
1388,20120727,LTOB0
1389,20120727,SSWO0
1390,20120727,LGSK0
1391,20120727,HHHT0
1392,20120728,LTOB0
1393,20120728,SSWO0
1394,20120728,LGSK0
1395,20120728,HHHT0
1396,20120729,LTOB0
1397,20120729,SSWO0
1398,20120729,LGSK0
1399,20120729,HHHT0
1400,20120731,HHLG0
1401,20120731,WOSK0
1402,20120731,OBSS0
1403,20120731,HTLT0
1404,20120801,HHLG0
1405,20120801,WOSK0
1406,20120801,OBSS0
1407,20120801,HTLT0
1408,20120802,HHLG0
1409,20120802,WOSK0
1410,20120802,OBSS0
1411,20120802,HTLT0
1412,20120803,HTOB0
1413,20120803,LGWO0
1414,20120803,SKHH0
1415,20120803,SSLT0
1416,20120804,HTOB0
1417,20120804,LGWO0
1418,20120804,SKHH0
1419,20120804,SSLT0
1420,20120805,HTOB0
1421,20120805,LGWO0
1422,20120805,SKHH0
1423,20120805,SSLT0
1424,20120807,LTLG0
1425,20120807,SSSK0
1426,20120807,OBHH0
1427,20120807,WOHT0
1428,20120808,LTLG0
1429,20120808,SSSK0
1430,20120808,OBHH0
1431,20120808,WOHT0
1432,20120809,LTLG0
1433,20120809,SSSK0
1434,20120809,OBHH0
1435,20120809,WOHT0
1436,20120810,SKOB0
1437,20120810,HHWO0
1438,20120810,LGSS0
1439,20120811,SKOB0
1440,20120811,HHWO0
1441,20120811,LGSS0
1442,20120811,LTHT0
1443,20120812,LGSS0
1444,20120812,LTHT0
1445,20120814,SKLT0
1446,20120814,HHSS0
1447,20120815,SKLT0
1448,20120815,HHSS0
1449,20120816,HTLG0
1450,20120816,OBWO0
1451,20120816,SKLT0
1452,20120817,SSOB0
1453,20120817,HTSK0
1454,20120817,LGHH0
1455,20120817,WOLT0
1456,20120818,SSOB0
1457,20120818,HTSK0
1458,20120818,LGHH0
1459,20120818,WOLT0
1460,20120819,SSOB0
1461,20120819,HTSK0
1462,20120819,LGHH0
1463,20120819,WOLT0
1464,20120821,LTSS0
1465,20120821,LGHT0
1466,20120822,WOOB0
1467,20120822,HHSK0
1468,20120822,LGHT0
1469,20120823,WOOB0
1470,20120823,HHSK0
1471,20120823,LGHT0
1472,20120824,SSLG0
1473,20120824,SKWO0
1474,20120824,OBLT0
1475,20120825,SSLG0
1476,20120825,SKWO0
1477,20120825,HTHH0
1478,20120825,OBLT0
1479,20120826,SSLG0
1480,20120826,SKWO0
1481,20120826,HTHH0
1482,20120826,OBLT0
1483,20120829,LGOB0
1484,20120829,LTSK0
1485,20120829,WOHH0
1486,20120829,SSHT0
1487,20120831,WOSS0
1488,20120831,LGLT0
1489,20120831,HHHT0
1490,20120901,OBSK0
1491,20120901,WOSS0
1492,20120901,LGLT0
1493,20120901,HHHT0
1494,20120902,OBSK0
1495,20120902,HTHH0
1496,20120902,WOSS0
1497,20120902,LGLT0
1498,20120904,LGSS0
1499,20120904,HTLT0
1500,20120905,OBHH0
1501,20120905,LGSS0
1502,20120905,SKHT0
1503,20120906,WOOB0
1504,20120906,LTHH0
1505,20120906,SKHT0
1506,20120907,WOOB0
1507,20120907,HHLT0
1508,20120907,SKHT0
1509,20120908,HTLG0
1510,20120908,WOSK0
1511,20120908,OBSS0
1512,20120908,HHLT0
1513,20120909,HTLG0
1514,20120909,WOSK0
1515,20120910,HTLG0
1516,20120910,WOSS0
1517,20120910,HHLT0
1518,20120911,SSHH0
1519,20120911,OBLT0
1520,20120912,SKLG0
1521,20120912,OBWO0
1522,20120912,SSHH0
1523,20120912,LTHT0
1524,20120913,OBWO0
1525,20120914,LTHT1
1526,20120914,LTHT2
1527,20120914,HHWO0
1528,20120915,LGOB0
1529,20120915,HHWO0
1530,20120915,HTSK0
1531,20120915,LTSS0
1532,20120916,LGOB0
1533,20120916,HHWO0
1534,20120916,HTSK0
1535,20120918,WOLG0
1536,20120918,SKLT0
1537,20120918,OBHT0
1538,20120918,HHSS0
1539,20120919,WOLG0
1540,20120919,SSHH0
1541,20120919,SKLT0
1542,20120919,OBHT0
1543,20120920,HHLG0
1544,20120920,LTWO0
1545,20120920,SSHT0
1546,20120921,LTLG0
1547,20120921,WOHH0
1548,20120921,SSHT0
1549,20120922,SKOB0
1550,20120922,HTWO0
1551,20120922,LTSS0
1552,20120923,SKOB0
1553,20120923,HTWO0
1554,20120923,LGLT0
1555,20120924,HHOB0
1556,20120924,LGSK0
1557,20120924,LTSS0
1558,20120925,HHOB0
1559,20120925,LGSK0
1560,20120925,HTSS0
1561,20120926,HHOB0
1562,20120926,SKWO0
1563,20120926,HTSS0
1564,20120927,WOLG0
1565,20120927,HHSK0
1566,20120927,SSLT0
1567,20120928,WOLG0
1568,20120928,OBHH0
1569,20120928,LTSS0
1570,20120928,SKHT0
1571,20120929,OBLG0
1572,20120929,WOHH0
1573,20120929,SKHT0
1574,20120930,OBLG0
1575,20120930,SSWO0
1576,20120930,LTHT0
1577,20121001,SSLG0
1578,20121001,OBWO0
1579,20121001,SKHH0
1580,20121001,LTHT0
1581,20121002,SSLG0
1582,20121002,OBWO0
1583,20121002,SKHH0
1584,20121002,LTHT0
1585,20121003,SKLG0
1586,20121003,HTHH0
1587,20121003,OBSS0
1588,20121004,WOHH0
1589,20121004,SKSS0
1590,20121005,WOOB0
1591,20121005,LTSK0
1592,20121005,SSHT0
1593,20121006,LGOB0
1594,20121006,LTSK0
1595,20121006,SSHT0
1596,20130330,LGSK0
1597,20130330,OBSS0
1598,20130330,HHLT0
1599,20130330,WOHT0
1600,20130331,LGSK0
1601,20130331,OBSS0
1602,20130331,HHLT0
1603,20130331,WOHT0
1604,20130402,SKOB0
1605,20130402,LGWO0
1606,20130402,HTHH0
1607,20130402,LTNC0
1608,20130403,SKOB0
1609,20130403,LGWO0
1610,20130403,HTHH0
1611,20130403,LTNC0
1612,20130404,SKOB0
1613,20130404,LGWO0
1614,20130404,HTHH0
1615,20130404,LTNC0
1616,20130405,OBLG0
1617,20130405,WOHH0
1618,20130405,NCSS0
1619,20130405,HTLT0
1620,20130407,OBLG0
1621,20130407,WOHH0
1622,20130407,NCSS0
1623,20130407,HTLT0
1624,20130409,NCLG0
1625,20130409,WOSK0
1626,20130409,HHSS0
1627,20130409,OBHT0
1628,20130410,NCLG0
1629,20130410,WOSK0
1630,20130410,HHSS0
1631,20130410,OBHT0
1632,20130411,NCLG0
1633,20130411,WOSK0
1634,20130411,HHSS0
1635,20130411,OBHT0
1636,20130412,LTOB0
1637,20130412,SSWO0
1638,20130412,LGHH0
1639,20130412,SKNC0
1640,20130413,LTOB0
1641,20130413,SSWO0
1642,20130413,LGHH0
1643,20130413,SKNC0
1644,20130414,LTOB0
1645,20130414,SSWO0
1646,20130414,LGHH0
1647,20130414,SKNC0
1648,20130416,NCHH0
1649,20130416,WOLT0
1650,20130416,LGHT0
1651,20130416,SKSS0
1652,20130417,NCHH0
1653,20130417,WOLT0
1654,20130417,LGHT0
1655,20130417,SKSS0
1656,20130418,SKSS0
1657,20130418,NCHH0
1658,20130418,WOLT0
1659,20130418,LGHT0
1660,20130419,HHOB0
1661,20130419,NCWO0
1662,20130419,HTSK0
1663,20130419,LTSS0
1664,20130421,HHOB0
1665,20130421,NCWO0
1666,20130421,HTSK0
1667,20130421,LTSS0
1668,20130424,SSLG0
1669,20130424,OBWO0
1670,20130424,SKLT0
1671,20130424,HTNC0
1672,20130425,SSLG0
1673,20130425,OBWO0
1674,20130425,SKLT0
1675,20130425,HTNC0
1676,20130426,LTLG0
1677,20130426,HHSK0
1678,20130426,SSHT0
1679,20130426,OBNC0
1680,20130427,LTLG0
1681,20130427,HHSK0
1682,20130427,SSHT0
1683,20130427,OBNC0
1684,20130428,LTLG0
1685,20130428,HHSK0
1686,20130428,SSHT0
1687,20130428,OBNC0
1688,20130430,HTOB0
1689,20130430,LTHH0
1690,20130430,WOSS0
1691,20130430,LGNC0
1692,20130501,HTOB0
1693,20130501,LTHH0
1694,20130501,WOSS0
1695,20130501,LGNC0
1696,20130502,HTOB0
1697,20130502,LTHH0
1698,20130502,WOSS0
1699,20130502,LGNC0
1700,20130503,LGOB0
1701,20130503,HTWO0
1702,20130503,SKHH0
1703,20130503,SSLT0
1704,20130504,LGOB0
1705,20130504,HTWO0
1706,20130504,SKHH0
1707,20130504,SSLT0
1708,20130505,LGOB0
1709,20130505,HTWO0
1710,20130505,SKHH0
1711,20130505,SSLT0
1712,20130507,WOLG0
1713,20130507,OBSK0
1714,20130507,LTHT0
1715,20130507,HHNC0
1716,20130508,WOLG0
1717,20130508,OBSK0
1718,20130508,LTHT0
1719,20130508,HHNC0
1720,20130509,OBSK0
1721,20130509,HHNC0
1722,20130510,NCOB0
1723,20130510,SKWO0
1724,20130510,LGLT0
1725,20130510,HTSS0
1726,20130511,NCOB0
1727,20130511,SKWO0
1728,20130511,LGLT0
1729,20130511,HTSS0
1730,20130512,NCOB0
1731,20130512,SKWO0
1732,20130512,LGLT0
1733,20130512,HTSS0
1734,20130514,SSOB0
1735,20130514,HHWO0
1736,20130514,NCLT0
1737,20130514,SKHT0
1738,20130515,SSOB0
1739,20130515,HHWO0
1740,20130515,NCLT0
1741,20130515,SKHT0
1742,20130516,SSOB0
1743,20130516,HHWO0
1744,20130516,NCLT0
1745,20130516,SKHT0
1746,20130517,OBHH0
1747,20130517,LTSK0
1748,20130517,HTLG0
1749,20130517,SSNC0
1750,20130518,HTLG0
1751,20130518,LTSK0
1752,20130518,OBHH0
1753,20130518,SSNC0
1754,20130519,HTLG0
1755,20130519,LTSK0
1756,20130519,OBHH0
1757,20130519,SSNC0
1758,20130521,WOOB0
1759,20130521,NCSK0
1760,20130521,LGSS0
1761,20130521,HHHT0
1762,20130522,WOOB0
1763,20130522,NCSK0
1764,20130522,LGSS0
1765,20130522,HHHT0
1766,20130523,WOOB0
1767,20130523,NCSK0
1768,20130523,LGSS0
1769,20130523,HHHT0
1770,20130524,SKLG0
1771,20130524,LTWO0
1772,20130524,SSHH0
1773,20130524,NCHT0
1774,20130525,SKLG0
1775,20130525,LTWO0
1776,20130525,SSHH0
1777,20130525,NCHT0
1778,20130526,SKLG0
1779,20130526,LTWO0
1780,20130526,SSHH0
1781,20130526,NCHT0
1782,20130528,HHLG0
1783,20130528,OBLT0
1784,20130529,HHLG0
1785,20130529,OBLT0
1786,20130529,WONC0
1787,20130530,HHLG0
1788,20130530,SSSK0
1789,20130530,OBLT0
1790,20130530,WONC0
1791,20130531,WOOB0
1792,20130531,NCHH0
1793,20130531,LTSS0
1794,20130531,LGHT0
1795,20130601,WOOB0
1796,20130601,NCHH0
1797,20130601,LTSS0
1798,20130601,LGHT0
1799,20130602,WOOB0
1800,20130602,NCHH0
1801,20130602,LTSS0
1802,20130602,LGHT0
1803,20130604,OBLG0
1804,20130604,SSWO0
1805,20130604,HTLT0
1806,20130604,SKNC0
1807,20130605,OBLG0
1808,20130605,SSWO0
1809,20130605,HTLT0
1810,20130605,SKNC0
1811,20130606,OBLG0
1812,20130606,SSWO0
1813,20130606,HTLT0
1814,20130606,SKNC0
1815,20130607,LTLG0
1816,20130607,HTWO0
1817,20130607,HHSK0
1818,20130607,OBSS0
1819,20130608,LTLG0
1820,20130608,HTWO0
1821,20130608,HHSK0
1822,20130608,OBSS0
1823,20130609,LTLG0
1824,20130609,HTWO0
1825,20130609,HHSK0
1826,20130609,OBSS0
1827,20130611,SKOB0
1828,20130611,LGHH0
1829,20130611,NCHT0
1830,20130612,SKOB0
1831,20130612,WOLT0
1832,20130612,NCHT0
1833,20130613,SKOB0
1834,20130613,LGHH0
1835,20130613,WOLT0
1836,20130613,NCHT0
1837,20130614,WOLG0
1838,20130614,HHLT0
1839,20130614,SSNC0
1840,20130615,WOLG0
1841,20130615,HHLT0
1842,20130615,SKHT0
1843,20130615,SSNC0
1844,20130616,WOLG0
1845,20130616,HHLT0
1846,20130616,SKHT0
1847,20130616,SSNC0
1848,20130619,LTOB0
1849,20130619,SSSK0
1850,20130619,HTHH0
1851,20130619,LGNC0
1852,20130620,LTOB0
1853,20130620,SSSK0
1854,20130620,HTHH0
1855,20130620,LGNC0
1856,20130621,HHOB0
1857,20130621,NCWO0
1858,20130621,LTSK0
1859,20130621,LGSS0
1860,20130622,HHOB0
1861,20130622,NCWO0
1862,20130622,LTSK0
1863,20130622,LGSS0
1864,20130623,HHOB0
1865,20130623,NCWO0
1866,20130623,LTSK0
1867,20130623,LGSS0
1868,20130625,SKWO0
1869,20130626,SKWO0
1870,20130626,SSHH0
1871,20130626,NCLT0
1872,20130626,OBHT0
1873,20130627,SKWO0
1874,20130627,NCLT0
1875,20130627,OBHT0
1876,20130628,SKLG0
1877,20130628,WOHH0
1878,20130628,HTSS0
1879,20130628,OBNC0
1880,20130629,SKLG0
1881,20130629,WOHH0
1882,20130629,HTSS0
1883,20130629,OBNC0
1884,20130630,SKLG0
1885,20130630,WOHH0
1886,20130630,HTSS0
1887,20130630,OBNC0
1888,20130702,HTSK0
1889,20130702,SSLT0
1890,20130702,WONC0
1891,20130703,HHLG0
1892,20130703,HTSK0
1893,20130703,SSLT0
1894,20130703,WONC0
1895,20130705,SSOB0
1896,20130705,LGWO0
1897,20130706,SSOB0
1898,20130706,LGWO0
1899,20130706,SKHH0
1900,20130706,LTHT0
1901,20130707,SSOB0
1902,20130707,LGWO0
1903,20130709,NCLG0
1904,20130709,LTWO0
1905,20130709,OBHH0
1906,20130709,SKSS0
1907,20130710,NCLG0
1908,20130710,LTWO0
1909,20130710,OBHH0
1910,20130710,SKSS0
1911,20130711,NCLG0
1912,20130711,OBHH0
1913,20130711,SKSS0
1914,20130712,HHSS0
1915,20130712,LTNC0
1916,20130713,HTOB0
1917,20130713,LGSK0
1918,20130713,HHSS0
1919,20130713,LTNC0
1920,20130714,LTNC0
1921,20130716,NCOB0
1922,20130716,WOSK0
1923,20130716,LGLT0
1924,20130716,HHHT0
1925,20130717,NCOB0
1926,20130717,WOSK0
1927,20130717,LGLT0
1928,20130717,HHHT0
1929,20130723,HTLG0
1930,20130723,OBWO0
1931,20130723,LTHH0
1932,20130723,NCSS0
1933,20130724,HTLG0
1934,20130724,OBWO0
1935,20130724,LTHH0
1936,20130724,NCSS0
1937,20130725,HTLG0
1938,20130725,OBWO0
1939,20130725,LTHH0
1940,20130725,NCSS0
1941,20130726,LGOB0
1942,20130726,WOSS0
1943,20130726,SKLT0
1944,20130726,HTNC0
1945,20130727,LGOB0
1946,20130727,WOSS0
1947,20130727,SKLT0
1948,20130727,HTNC0
1949,20130728,LGOB0
1950,20130728,WOSS0
1951,20130728,SKLT0
1952,20130728,HTNC0
1953,20130730,HHWO0
1954,20130730,NCSK0
1955,20130730,OBLT0
1956,20130730,SSHT0
1957,20130731,HHWO0
1958,20130731,NCSK0
1959,20130731,OBLT0
1960,20130731,SSHT0
1961,20130801,HHWO0
1962,20130801,NCSK0
1963,20130801,OBLT0
1964,20130801,SSHT0
1965,20130802,SSLG0
1966,20130802,OBSK0
1967,20130802,WOHT0
1968,20130802,HHNC0
1969,20130803,SSLG0
1970,20130803,OBSK0
1971,20130803,HHNC0
1972,20130804,SSLG0
1973,20130804,OBSK0
1974,20130804,WOHT0
1975,20130806,WOOB0
1976,20130806,HTLT0
1977,20130806,LGNC0
1978,20130807,WOOB0
1979,20130807,HTLT0
1980,20130807,SKHH0
1981,20130807,LGNC0
1982,20130808,LTLG0
1983,20130808,SKWO0
1984,20130808,HHSS0
1985,20130808,HTNC0
1986,20130809,LTLG0
1987,20130809,SKWO0
1988,20130809,HHSS0
1989,20130809,HTNC0
1990,20130810,LGOB0
1991,20130810,HHWO0
1992,20130810,LTSK0
1993,20130810,SSHT0
1994,20130811,LGOB0
1995,20130811,HHWO0
1996,20130811,LTSK0
1997,20130811,SSHT0
1998,20130813,LTOB0
1999,20130813,HTSK0
2000,20130813,LGSS0
2001,20130813,NCHH0
2002,20130814,LTOB0
2003,20130814,HTSK0
2004,20130814,LGSS0
2005,20130814,NCHH0
2006,20130815,HHLG0
2007,20130815,WOLT0
2008,20130815,OBHT0
2009,20130815,SSNC0
2010,20130816,HHLG0
2011,20130816,WOLT0
2012,20130816,OBHT0
2013,20130816,SSNC0
2014,20130817,SKOB0
2015,20130817,NCLT0
2016,20130817,LGHT0
2017,20130817,WOSS0
2018,20130818,SKOB0
2019,20130818,NCLT0
2020,20130818,LGHT0
2021,20130818,WOSS0
2022,20130820,NCOB0
2023,20130820,LGWO0
2024,20130820,LTHH0
2025,20130820,SKSS0
2026,20130821,NCOB0
2027,20130821,LGWO0
2028,20130821,LTHH0
2029,20130821,SKSS0
2030,20130822,NCWO0
2031,20130822,LGSK0
2032,20130822,HTHH0
2033,20130822,OBSS0
2034,20130823,NCWO0
2035,20130823,LGSK0
2036,20130823,OBSS0
2037,20130824,HHOB0
2038,20130824,HTWO0
2039,20130825,HHOB0
2040,20130825,HTWO0
2041,20130825,SSLT0
2042,20130825,SKNC0
2043,20130827,WOLG0
2044,20130827,HHSK0
2045,20130827,NCSS0
2046,20130827,LTHT0
2047,20130828,WOLG0
2048,20130828,HHSK0
2049,20130828,NCSS0
2050,20130828,LTHT0
2051,20130829,SSSK0
2052,20130829,HHLT0
2053,20130829,OBNC0
2054,20130830,SSSK0
2055,20130830,HHLT0
2056,20130830,WOHT0
2057,20130830,OBNC0
2058,20130831,WOHH0
2059,20130831,LGLT0
2060,20130831,NCHT0
2061,20130901,SSOB0
2062,20130901,WOHH0
2063,20130901,LGLT0
2064,20130901,NCHT0
2065,20130903,SKLG0
2066,20130903,LTWO0
2067,20130903,OBHH0
2068,20130903,HTSS0
2069,20130904,SKLG0
2070,20130904,LTWO0
2071,20130904,OBHH0
2072,20130904,HTSS0
2073,20130905,HTOB0
2074,20130905,LGHH0
2075,20130905,SKLT0
2076,20130905,WONC0
2077,20130906,HTOB0
2078,20130906,LGHH0
2079,20130907,SSLG0
2080,20130907,OBWO0
2081,20130907,NCSK0
2082,20130907,HHHT0
2083,20130908,SSLG0
2084,20130908,OBWO0
2085,20130908,NCSK0
2086,20130908,HHHT0
2087,20130910,LTNC0
2088,20130910,SKHT0
2089,20130911,SSWO0
2090,20130911,LTNC0
2091,20130911,SKHT0
2092,20130912,HTLG0
2093,20130912,OBSK0
2094,20130912,LTSS0
2095,20130912,HHNC0
2096,20130913,HTLG0
2097,20130913,OBSK0
2098,20130913,LTSS0
2099,20130913,HHNC0
2100,20130914,NCLG0
2101,20130914,WOSK0
2102,20130914,SSHH0
2103,20130914,OBLT0
2104,20130915,NCLG0
2105,20130915,WOSK0
2106,20130915,SSHH0
2107,20130915,OBLT0
2108,20130916,HTHH0
2109,20130916,WONC0
2110,20130917,LGSK0
2111,20130917,HTHH0
2112,20130917,WOLT0
2113,20130917,OBSS0
2114,20130918,HHOB0
2115,20130918,LGSK0
2116,20130918,HTLT0
2117,20130918,NCSS0
2118,20130919,LGSK0
2119,20130919,SSOB0
2120,20130919,NCLT0
2121,20130919,WOHT0
2122,20130920,OBLG0
2123,20130920,SKHH0
2124,20130920,WOHT0
2125,20130921,HTOB0
2126,20130921,SSWO0
2127,20130921,SKHH0
2128,20130922,HTOB0
2129,20130922,LTWO0
2130,20130922,SKHH0
2131,20130922,LGNC0
2132,20130923,LTOB0
2133,20130923,HHSS0
2134,20130924,SSSK0
2135,20130924,LTHT0
2136,20130925,NCWO0
2137,20130925,SSSK0
2138,20130925,LGHH0
2139,20130925,LTHT0
2140,20130926,NCOB0
2141,20130926,SSSK0
2142,20130926,LTHT0
2143,20130927,HTSK0
2144,20130927,LTSS0
2145,20130927,HHNC0
2146,20130928,WOLG0
2147,20130928,HTSK0
2148,20130928,HHLT0
2149,20130929,SSLG0
2150,20130929,OBWO0
2151,20130929,HHHT0
2152,20130930,OBLG0
2153,20130930,SSHH0
2154,20130930,SKLT0
2155,20130930,HTNC0
2156,20131001,SSHH0
2157,20131001,LGLT0
2158,20131001,WONC0
2159,20131002,HHLG0
2160,20131002,SSLT0
2161,20131002,SKHT0
2162,20131002,WONC0
2163,20131003,OBHT0
2164,20131003,HHLG0
2165,20131003,WOSK0
2166,20131003,SSLT0
2167,20131004,SKLT0
2168,20131004,WOHT0
2169,20131005,OBLG0
2170,20131005,WOHH0
2171,20131005,SKNC0
2172,20140329,LGOB0
2173,20140329,WOSK0
2174,20140329,HTSS0
2175,20140330,LGOB0
2176,20140330,WOSK0
2177,20140330,HTSS0
2178,20140330,HHLT0
2179,20140331,HHLT0
2180,20140401,SKLG0
2181,20140401,OBWO0
2182,20140401,SSHH0
2183,20140401,NCHT0
2184,20140402,SKLG0
2185,20140402,OBWO0
2186,20140402,SSHH0
2187,20140402,NCHT0
2188,20140403,SKLG0
2189,20140403,OBWO0
2190,20140403,NCHT0
2191,20140404,HTOB0
2192,20140404,HHSK0
2193,20140404,WONC0
2194,20140404,SSLT0
2195,20140405,HTOB0
2196,20140405,HHSK0
2197,20140405,WONC0
2198,20140405,SSLT0
2199,20140406,HTOB0
2200,20140406,HHSK0
2201,20140406,WONC0
2202,20140406,SSLT0
2203,20140408,SKOB0
2204,20140408,HTWO0
2205,20140408,LGLT0
2206,20140408,HHNC0
2207,20140409,SKOB0
2208,20140409,HTWO0
2209,20140409,LGLT0
2210,20140409,HHNC0
2211,20140410,SKOB0
2212,20140410,HTWO0
2213,20140410,LGLT0
2214,20140410,HHNC0
2215,20140411,NCLG0
2216,20140411,WOHH0
2217,20140411,SKSS0
2218,20140411,LTHT0
2219,20140412,NCLG0
2220,20140412,WOHH0
2221,20140412,SKSS0
2222,20140412,LTHT0
2223,20140413,NCLG0
2224,20140413,WOHH0
2225,20140413,SKSS0
2226,20140413,LTHT0
2227,20140415,WOLG0
