"선수명","ID","season_2010","season_2011","season_2012","season_2013","season_2014","season_2015","season_2016","season_2017","season_2018","season_2019","season_2010_tf","season_2011_tf","season_2012_tf","season_2013_tf","season_2014_tf","season_2015_tf","season_2016_tf","season_2017_tf","season_2018_tf","season_2019_tf"
"가득염",92501,"SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"가르시아",68103,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"가르시아",78595,"롯데","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"가코",61435,"소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강경학",61700,"소속팀없음","한화","소속팀없음","소속팀없음","한화","한화","한화","한화","한화","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강구성",62917,"소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","NC","NC","NC","NC","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강귀태",72312,"키움","키움","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강동관",65514,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강동연",61295,"소속팀없음","소속팀없음","소속팀없음","두산","두산","소속팀없음","두산","소속팀없음","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강동우",98420,"한화","한화","한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강동호",67591,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강로한",65515,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","소속팀없음","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강명구",73409,"삼성","삼성","삼성","삼성","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강민국",64906,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","소속팀없음","NC","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강민호",74540,"롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강백호",68050,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강병식",72325,"키움","키움","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강병우",75143,"키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강병의",61108,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강봉규",70224,"삼성","삼성","삼성","삼성","소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강상원",66710,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강승현",78552,"소속팀없음","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","롯데","한화","한화","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강승호",63123,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","LG","LG-SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer"
"강영식",70615,"롯데","롯데","롯데","롯데","롯데","롯데","롯데","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강윤구",79358,"키움","키움","키움","키움","키움","소속팀없음","키움","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강이준",67604,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강장산",64907,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC-KT","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer"
"강정현",69158,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강정호",76325,"키움","키움","키움","키움","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강지광",79130,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","키움","키움","SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강진성",62925,"소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강철민",72627,"LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"강한울",64610,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","기아","기아","삼성","삼성","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"경헌호",70121,"LG","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고도현",63563,"소속팀없음","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고동진",74745,"소속팀없음","한화","한화","한화","한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고든",61855,"소속팀없음","SK","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고메즈",66805,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고명성",68069,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고봉재",66201,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","두산","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고승민",69517,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고영민",72214,"두산","두산","두산","두산","두산","두산","두산","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고영창",63628,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고영표",64001,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","KT","KT","KT","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고우석",67119,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","LG","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고우석",73629,"소속팀없음","기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고원준",79349,"키움","롯데","롯데","롯데","소속팀없음","소속팀없음","롯데-두산","두산","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer"
"고장혁",63636,"소속팀없음","소속팀없음","소속팀없음","기아","기아","기아","기아","기아","소속팀없음","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고종욱",61353,"소속팀없음","키움","소속팀없음","소속팀없음","키움","키움","키움","키움","키움","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고창성",78248,"두산","두산","두산","NC","NC","NC","소속팀없음","소속팀없음","KT","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"고효준",72523,"SK","SK","소속팀없음","소속팀없음","SK","SK","SK-기아","기아","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer"
"곤잘레스",60154,"LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"공민규",68407,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"곽동훈",75424,"소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"곽빈",68220,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"곽정철",75668,"기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구대성",93715,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구본범",79748,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구본혁",69100,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구승민",63543,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","소속팀없음","소속팀없음","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구자욱",62404,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","삼성","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구자운",99245,"삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구자형",64354,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"구창모",65933,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","NC","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"국해성",79290,"소속팀없음","소속팀없음","두산","소속팀없음","소속팀없음","두산","두산","두산","두산","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권도영",73363,"키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권영준",79565,"소속팀없음","소속팀없음","롯데","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권영진",78863,"소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권오준",99445,"삼성","삼성","삼성","소속팀없음","삼성","삼성","삼성","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권용관",95158,"LG-SK","SK","SK","LG","LG","한화","한화","소속팀없음","소속팀없음","소속팀없음","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권정웅",65412,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","삼성","삼성","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권혁",72447,"삼성","삼성","삼성","삼성","삼성","한화","한화","한화","한화","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"권희동",63963,"소속팀없음","소속팀없음","소속팀없음","NC","NC","소속팀없음","NC","NC","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"글로버",79858,"SK","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"금민철",75258,"키움","키움","소속팀없음","소속팀없음","키움","키움","키움","키움","KT","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김강",77733,"한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김강률",77263,"소속팀없음","두산","두산","두산","두산","두산","두산","두산","두산","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김강민",71837,"SK","SK","SK","SK","SK","SK","SK","SK","SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김강석",79704,"한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김건국",76225,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김건태",60339,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","NC","NC","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김건한",71851,"기아","기아","기아-삼성","삼성","삼성","삼성","삼성","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김경모",78409,"소속팀없음","소속팀없음","삼성","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김경언",71610,"한화","한화","한화","한화","한화","한화","한화","한화","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김경태",60757,"소속팀없음","한화","한화","한화","소속팀없음","소속팀없음","한화","한화","한화","한화","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김경호",64260,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김광삼",99152,"LG","LG","LG","소속팀없음","소속팀없음","LG","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김광수",70142,"LG","LG-한화","한화","한화","한화","기아","기아","기아","소속팀없음","소속팀없음","no_transfer","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김광연",63601,"소속팀없음","소속팀없음","소속팀없음","기아","기아","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김광현",77829,"SK","SK","SK","SK","SK","SK","SK","소속팀없음","SK","SK","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김규민",62356,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","키움","키움","키움","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기연",66112,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기태",76461,"소속팀없음","소속팀없음","삼성","삼성","삼성","삼성","삼성","소속팀없음","삼성","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기표",76119,"LG","LG","LG","LG","LG","KT","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기현",62919,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","한화","한화","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기현",77869,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","SK","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김기훈",69620,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","기아","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김남형",77314,"소속팀없음","소속팀없음","키움","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김다원",78765,"한화-기아","기아","소속팀없음","소속팀없음","기아","기아","기아","소속팀없음","소속팀없음","소속팀없음","yes_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대륙",65513,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","롯데","롯데","롯데","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대우",61365,"소속팀없음","키움","소속팀없음","소속팀없음","키움","키움","삼성","삼성","삼성","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대우",78536,"롯데","소속팀없음","롯데","롯데","롯데","롯데","롯데","롯데","롯데","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대유",60337,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","SK","소속팀없음","소속팀없음","SK","소속팀없음","KT","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대한",69238,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","두산","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김대현",66145,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","LG","LG","LG","LG","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김도영",66098,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","KT","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김도현",61360,"소속팀없음","키움","SK","SK","SK","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김도환",69442,"소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","삼성","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
"김동건",71806,"소속팀없음","소속팀없음","소속팀없음","NC","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","소속팀없음","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer","no_transfer"
